TRACTCE10,BLOCKCE10,GEOID10,CTBLOCK,PLACE,CITY,TotalPop,Hispanic,White,Black,AmerIndian,Asian,Hawaii_Pac,Other,TwoPlus,TotUnits,OccUnits,VacUnits,ORIG_FID,POINT_X,POINT_Y
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1100094,32.88212751
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2488601,32.95159541
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2112508,32.85463495
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2139273,32.85420249
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1816704,32.79075091
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9741153,32.8304497
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9642378,32.83027585
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1120558,32.91509182
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1368659,32.92958448
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1656738,32.87693902
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1653804,32.87824225
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1602482,32.88197645
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1666589,32.88188076
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1702092,32.87976805
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1673118,32.88456317
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2047921,32.889039
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1672306,32.91159818
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1645789,32.90926766
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1516183,32.92187329
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1499256,32.91826255
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0575255,33.01916157
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.3097647,33.08542377
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.3197114,33.03982361
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2711489,32.81364617
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2760432,32.82010649
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2728466,32.82279518
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2760239,32.82551465
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2757915,32.82845368
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2467233,32.81101282
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2344966,32.80143773
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2353983,32.80545556
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2575492,32.79796867
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0479812,32.77877854
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2038206,32.84756264
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2088081,32.85602059
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2125472,32.85614812
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2509171,32.83990546
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2547182,32.84680163
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2492089,32.84762709
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2189903,32.83050376
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2203839,32.83414912
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2272611,32.83466315
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1423828,32.90375186
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1375145,32.90396541
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1256147,32.96312029
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0977659,32.97203394
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1125284,32.96915466
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1266398,32.97606111
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2369694,32.7878202
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2343335,32.78917236
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2521505,32.76373898
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2504044,32.76432801
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.252237,32.76528669
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2510514,32.76573409
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.249926,32.76694385
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2516005,32.76675713
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.252828,32.77331148
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.564576,33.3842557
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.485138,33.31096157
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.3431028,33.30249909
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.3285939,33.28734233
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.5350812,33.39484727
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.5337042,33.39523437
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.5840761,33.42847472
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.3253832,33.28362304
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2654421,33.37448639
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2965263,33.36394654
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.5271207,33.39650065
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.5245686,33.39639678
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.5186168,33.39709652
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.3636395,33.41983633
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2037407,32.83033916
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.156086,32.70274188
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1541344,32.70675213
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1550972,32.70887534
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1532748,32.70992967
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1541958,32.71098547
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1481325,32.69894443
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1481495,32.70179294
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1473677,32.7026022
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1474376,32.70417189
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1480381,32.70726692
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1480434,32.69646042
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1472122,32.69718869
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.147276,32.69983289
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1462767,32.70049006
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1446155,32.6983545
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1415089,32.69718758
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1405831,32.7479385
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1478521,32.7448909
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1494959,32.75032493
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1521998,32.75193488
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1062638,32.67265525
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1042523,32.58307373
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1084277,32.58627775
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1096661,32.58790591
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0657394,32.56106335
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0701067,32.56332973
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0716815,32.56159582
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.064627,32.558081
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0726391,32.56769232
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0229561,32.57477868
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0699888,32.56686345
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0685012,32.56870761
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0658077,32.56804164
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0705503,32.57055828
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0248717,32.7706344
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0521632,32.75609215
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0535451,32.75846235
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0462613,32.76461773
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1075733,32.74686814
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1121904,32.74876997
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1005031,32.75609447
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1065817,32.76161853
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1208846,32.76634267
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1185713,32.76633117
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0712407,32.76009758
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0702478,32.76034054
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0673515,32.76224209
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0713762,32.73924473
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0677627,32.74317379
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.06401,32.75132738
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0952283,32.73931962
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0928228,32.74120041
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0963495,32.74303501
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1055501,32.72727792
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0140641,32.7915803
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.081032,32.6947347
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.076927,32.69835886
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0769123,32.70214917
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0843249,32.70163589
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.07361,32.70281142
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0698619,32.70967866
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0659478,32.70984057
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0550345,32.71222366
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0673202,32.71145629
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0684495,32.7141159
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0742344,32.71284375
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0730572,32.71659311
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0846688,32.7129075
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0782382,32.71579096
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0779086,32.71925235
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0729552,32.71782688
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0758142,32.72432312
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.072394,32.72676291
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0050354,32.75466719
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0024207,32.75557151
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0019162,32.73998592
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.998457,32.75215182
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9673723,32.76027403
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9625111,32.6593573
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9321556,32.56376162
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0061014,32.67321704
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.169151,32.75425628
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0045171,32.74091964
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9867235,32.7245348
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9831671,32.71157872
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9864959,32.709706
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9915666,32.65356993
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9292296,32.86102659
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9457393,32.82334532
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9479381,32.81783438
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9403628,32.81417048
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2281188,33.07416743
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0081056,32.83667506
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1540616,32.74863354
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1618958,32.74908633
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1607324,32.74909828
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1618006,32.75235893
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1772433,32.75129131
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1763888,32.75226419
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.173329,32.75666102
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.172998,32.75692268
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1729736,32.75627934
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1860882,32.75083956
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1882795,32.75138112
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1875824,32.75413956
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9259581,32.81943838
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9599857,32.94303148
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0686069,32.91844852
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0730936,32.91434675
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0842702,32.9182135
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0950686,32.82655286
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0832702,32.82356409
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0816802,32.82322423
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0807788,32.82510134
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0819782,32.8276937
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0443013,32.8269388
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0953882,32.82774087
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0815981,32.8331279
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0915275,32.83372843
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0943234,32.8350541
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2834531,33.02680747
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2802618,33.02564854
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2785919,33.02643049
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.277749,33.02809954
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2539105,33.0110968
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2586527,32.98044233
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2633676,32.99037007
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2606279,32.99502121
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2768485,33.00044378
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2665648,32.95619623
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2784271,33.01298287
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2672738,32.95824896
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2491594,32.99631809
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0055793,32.79624673
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9861776,32.80144035
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9812966,32.80499409
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9400951,32.76086609
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0346547,32.79031355
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0224387,32.77810987
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0232208,32.78050636
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0452521,32.77449074
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.0421706,32.77433693
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.041574,32.7766921
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.039363,32.77865294
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.263187,32.84474247
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2376102,32.82331462
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.2539377,33.00449724
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.9105525,32.82984999
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-117.1083978,32.86109547
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.883972,32.84332598
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.8601649,32.8512633
9106,1059,6.07E+13,85025000,66000,14,136,95,34,1,3,0,0,0,3,36,36,0,13645,-116.858096,32.86107633
