TRACTCE10,BLOCKCE10,GEOID10,CTBLOCK,PLACE,CITY,TotalPop,Hispanic,White,Black,AmerIndian,Asian,Hawaii_Pac,Other,TwoPlus,TotUnits,OccUnits,VacUnits,ORIG_FID,POINT_X,POINT_Y
13310,2013,6.07E+13,133102013,13392,2,156,89,26,13,0,12,0,0,16,48,47,1,3,-116.9703056,32.63638161
16701,2009,6.07E+13,167012009,70224,16,83,23,48,5,0,1,1,0,5,27,27,0,4,-116.9558789,32.84357068
16902,1186,6.07E+13,169021186,99999,19,42,8,1,0,33,0,0,0,0,13,13,0,5,-116.8574745,32.92929206
16810,1002,6.07E+13,168101002,39766,19,97,31,64,1,0,0,0,0,1,31,31,0,10,-116.9128833,32.85533143
16810,1015,6.07E+13,168101015,39766,19,10,5,5,0,0,0,0,0,0,4,4,0,11,-116.9120039,32.84070519
16811,2013,6.07E+13,168112013,39766,19,15,3,9,0,0,3,0,0,0,7,7,0,12,-116.904519,32.83438404
16402,1040,6.07E+13,164021040,30703,19,189,25,148,5,2,0,0,0,9,68,66,2,13,-116.910522,32.81003013
16402,1056,6.07E+13,164021056,30703,19,39,3,36,0,0,0,0,0,0,16,16,0,14,-116.914974,32.80559707
8324,2004,6.07E+13,83242004,66000,14,131,3,99,0,0,24,0,1,4,49,47,2,16,-117.2497489,32.9572157
16202,1014,6.07E+13,162021014,7624,19,1,0,1,0,0,0,0,0,0,1,1,0,18,-116.9636915,32.82250553
16202,1003,6.07E+13,162021003,70224,16,4,0,4,0,0,0,0,0,0,2,2,0,19,-116.9666397,32.83032995
17110,2008,6.07E+13,171102008,68196,15,1126,386,604,20,2,65,1,7,41,376,361,15,20,-117.1933733,33.09742322
8306,3000,6.07E+13,83063000,66000,14,702,46,559,5,0,71,0,0,21,296,288,8,22,-117.2277703,32.84918136
13314,1092,6.07E+13,133141092,13392,2,43,14,13,1,0,12,0,0,3,18,16,2,23,-116.9510839,32.63883852
21400,1098,6.07E+13,214001098,66000,14,32,0,17,2,4,6,0,0,3,13,12,1,24,-117.2193652,32.73032883
8600,1007,6.07E+13,86001007,66000,14,88,29,28,3,0,28,0,0,0,36,32,4,26,-117.176809,32.79329893
15701,2005,6.07E+13,157012005,21712,5,1,0,0,0,1,0,0,0,0,0,0,0,27,-116.9365676,32.79729588
9804,3001,6.07E+13,98043001,66000,14,54,11,35,0,0,3,0,0,5,20,20,0,28,-117.0145815,32.81369994
9804,2008,6.07E+13,98042008,66000,14,43,5,32,1,0,0,0,1,4,15,15,0,29,-117.0184718,32.80503472
9804,1008,6.07E+13,98041008,66000,14,143,40,90,4,1,3,0,0,5,47,46,1,30,-117.0124423,32.8066779
8349,1003,6.07E+13,83491003,66000,14,247,27,100,10,1,101,0,0,8,79,77,2,34,-117.145832,32.92110979
8347,2005,6.07E+13,83472005,66000,14,105,14,23,9,0,49,1,0,9,31,29,2,35,-117.1453458,32.92826076
8347,2007,6.07E+13,83472007,66000,14,185,36,41,3,0,102,0,0,3,53,52,1,36,-117.1468723,32.92698666
8347,4006,6.07E+13,83474006,66000,14,58,1,1,1,0,55,0,0,0,16,15,1,37,-117.1524766,32.92847234
8347,4002,6.07E+13,83474002,66000,14,33,3,7,1,0,22,0,0,0,9,9,0,38,-117.1484416,32.93131795
8347,4001,6.07E+13,83474001,66000,14,111,11,22,0,0,74,1,1,2,29,29,0,39,-117.1454942,32.93122039
17022,5019,6.07E+13,170225019,66000,14,31,2,21,2,0,2,2,0,2,24,23,1,42,-117.1049439,32.89754702
17022,5005,6.07E+13,170225005,66000,14,81,7,48,3,0,14,0,0,9,34,33,1,43,-117.1086057,32.90247193
17019,3018,6.07E+13,170193018,66000,14,145,12,121,6,0,3,3,0,0,116,103,13,46,-117.0518781,33.04062793
9706,5005,6.07E+13,97065005,66000,14,30,0,28,0,0,2,0,0,0,13,13,0,47,-117.0581698,32.79696385
9705,3010,6.07E+13,97053010,66000,14,27,5,22,0,0,0,0,0,0,13,13,0,48,-117.0682017,32.78181945
9705,2003,6.07E+13,97052003,66000,14,31,3,28,0,0,0,0,0,0,12,12,0,49,-117.0696052,32.78505248
9704,4002,6.07E+13,97044002,66000,14,122,5,82,16,0,15,0,0,4,46,46,0,50,-117.0645872,32.80377816
9704,1003,6.07E+13,97041003,66000,14,36,1,30,0,0,5,0,0,0,15,15,0,51,-117.0759888,32.80345422
17107,1009,6.07E+13,171071009,22678,6,29,0,25,4,0,0,0,0,0,8,8,0,52,-117.2401868,33.05962314
9604,3008,6.07E+13,96043008,66000,14,56,6,45,0,0,1,0,0,4,23,21,2,53,-117.0913705,32.78993054
9604,2007,6.07E+13,96042007,66000,14,68,4,59,0,0,4,0,0,1,26,26,0,54,-117.0889135,32.78623383
9603,4020,6.07E+13,96034020,66000,14,154,45,95,2,1,9,0,0,2,60,59,1,55,-117.1078009,32.78138696
9603,3000,6.07E+13,96033000,66000,14,1111,270,585,73,5,114,1,0,63,796,694,102,56,-117.1123009,32.78371828
9602,3007,6.07E+13,96023007,66000,14,65,5,58,0,0,0,1,0,1,33,31,2,57,-117.0894334,32.79691039
9602,2003,6.07E+13,96022003,66000,14,57,9,42,0,0,4,1,0,1,24,24,0,58,-117.0942088,32.7940351
9509,2004,6.07E+13,95092004,66000,14,32,0,29,0,0,3,0,0,0,14,14,0,59,-117.0923512,32.81746558
9509,2007,6.07E+13,95092007,66000,14,177,9,141,7,0,12,1,0,7,70,69,1,60,-117.0944489,32.81506568
9510,1005,6.07E+13,95101005,66000,14,354,116,148,48,0,13,8,0,21,74,72,2,61,-117.1071639,32.81413652
9510,1002,6.07E+13,95101002,66000,14,49,5,22,8,0,11,0,0,3,10,10,0,62,-117.1060342,32.81609137
16201,1000,6.07E+13,162011000,21712,5,153,16,128,2,0,3,0,0,4,74,68,6,63,-116.9809021,32.81532442
16201,3001,6.07E+13,162013001,21712,5,73,15,56,0,0,2,0,0,0,29,29,0,64,-117.0000446,32.8136948
16100,3019,6.07E+13,161003019,21712,5,21,9,11,0,0,1,0,0,0,13,13,0,65,-116.9964964,32.80200538
8327,1015,6.07E+13,83271015,66000,14,99,1,77,2,0,18,0,0,1,39,37,2,66,-117.2399293,32.95890436
8324,4010,6.07E+13,83244010,66000,14,94,7,73,0,0,9,0,0,5,39,38,1,67,-117.2462712,32.94415058
8312,4000,6.07E+13,83124000,66000,14,22,5,17,0,0,0,0,0,0,22,10,12,69,-117.2557609,32.86013198
13314,1112,6.07E+13,133141112,13392,2,68,28,10,3,1,23,0,1,2,26,22,4,70,-116.9591147,32.62455616
8312,3008,6.07E+13,83123008,66000,14,39,9,30,0,0,0,0,0,0,28,20,8,71,-117.2476777,32.85684149
8310,1010,6.07E+13,83101010,66000,14,70,4,44,3,0,17,0,0,2,26,25,1,72,-117.2347087,32.83072219
7600,1044,6.07E+13,76001044,66000,14,1,0,1,0,0,0,0,0,0,0,0,0,73,-117.2273965,32.79610657
7600,1042,6.07E+13,76001042,66000,14,3,2,1,0,0,0,0,0,0,1,1,0,75,-117.2257941,32.7958878
8307,1002,6.07E+13,83071002,66000,14,333,41,227,2,0,47,4,2,10,124,121,3,76,-117.215915,32.84574712
14804,3003,6.07E+13,148043003,40004,9,391,66,269,29,1,13,0,0,13,252,225,27,77,-117.0352877,32.78410091
14803,2001,6.07E+13,148032001,40004,9,253,42,166,13,1,20,0,3,8,161,158,3,78,-117.0271515,32.78314104
9802,4023,6.07E+13,98024023,66000,14,39,6,23,0,0,7,0,0,3,15,15,0,79,-117.0089175,32.79153547
14902,1009,6.07E+13,149021009,40004,9,28,8,20,0,0,0,0,0,0,10,10,0,81,-117.0096891,32.77277769
15405,2007,6.07E+13,154052007,59550,19,4,0,4,0,0,0,0,0,0,2,2,0,82,-116.915322,32.77710467
800,3000,6.07E+13,8003000,66000,14,88,10,61,5,0,2,0,0,10,51,48,3,83,-117.142661,32.7433183
16605,1016,6.07E+13,166051016,70224,16,42,1,39,0,0,2,0,0,0,21,20,1,84,-117.0352034,32.83520184
16605,1004,6.07E+13,166051004,70224,16,20,4,16,0,0,0,0,0,0,16,14,2,85,-117.0291547,32.83509916
16605,3006,6.07E+13,166053006,70224,16,43,7,35,1,0,0,0,0,0,20,19,1,86,-117.0243945,32.83273133
16605,4027,6.07E+13,166054027,70224,16,30,0,26,0,0,1,0,0,3,22,21,1,87,-117.0155934,32.83373756
16605,4024,6.07E+13,166054024,70224,16,23,2,21,0,0,0,0,0,0,13,13,0,88,-117.0192441,32.83524998
15302,2034,6.07E+13,153022034,11691,19,9,0,9,0,0,0,0,0,0,3,3,0,90,-116.9675787,32.76906584
15302,2031,6.07E+13,153022031,11691,19,40,5,35,0,0,0,0,0,0,14,14,0,91,-116.9699507,32.76816698
15302,1025,6.07E+13,153021025,21712,5,16,1,13,1,0,0,1,0,0,5,5,0,92,-116.9709779,32.77440453
15302,1004,6.07E+13,153021004,21712,5,31,3,27,0,0,1,0,0,0,23,21,2,93,-116.9653097,32.77573638
15901,2006,6.07E+13,159012006,21712,5,1,0,0,0,0,0,0,0,1,1,1,0,94,-116.9732531,32.7888352
16605,4019,6.07E+13,166054019,70224,16,22,6,14,2,0,0,0,0,0,12,12,0,95,-117.0146226,32.83176591
16605,4013,6.07E+13,166054013,70224,16,40,13,26,1,0,0,0,0,0,14,13,1,96,-117.014117,32.83193558
15703,2011,6.07E+13,157032011,21712,5,25,4,20,0,0,1,0,0,0,21,19,2,97,-116.9468436,32.78917631
10014,2084,6.07E+13,100142084,66000,14,38,13,5,4,0,13,0,0,3,11,11,0,115,-117.0070856,32.58158821
17702,2016,6.07E+13,177022016,22678,6,11,1,10,0,0,0,0,0,0,6,5,1,117,-117.3002007,33.05608809
17401,3015,6.07E+13,174013015,22678,6,42,0,34,0,0,6,0,0,2,21,20,1,118,-117.2799756,33.02339553
17401,3017,6.07E+13,174013017,22678,6,55,11,41,0,0,2,0,0,1,26,22,4,119,-117.280709,33.02303143
8200,3017,6.07E+13,82003017,66000,14,9,0,9,0,0,0,0,0,0,9,6,3,120,-117.2721122,32.84635819
8101,2009,6.07E+13,81012009,66000,14,22,0,22,0,0,0,0,0,0,11,9,2,121,-117.2730801,32.83395768
7501,4008,6.07E+13,75014008,66000,14,100,44,55,0,0,0,1,0,0,56,55,1,122,-117.2470627,32.75303665
8003,3000,6.07E+13,80033000,66000,14,47,23,22,0,0,0,0,1,1,21,21,0,123,-117.2556234,32.80730677
8003,2000,6.07E+13,80032000,66000,14,27,2,22,0,0,0,1,0,2,11,11,0,124,-117.250348,32.80843995
7301,2008,6.07E+13,73012008,66000,14,78,7,63,1,0,4,0,2,1,56,53,3,125,-117.2493661,32.7441993
7302,1015,6.07E+13,73021015,66000,14,24,5,18,0,0,0,0,0,1,10,10,0,126,-117.2437559,32.73817192
7907,1001,6.07E+13,79071001,66000,14,1,0,1,0,0,0,0,0,0,0,0,0,127,-117.2453717,32.79853802
7905,2032,6.07E+13,79052032,66000,14,54,10,41,0,0,2,0,1,0,27,27,0,128,-117.2547908,32.79746529
8003,2012,6.07E+13,80032012,66000,14,26,0,25,1,0,0,0,0,0,10,10,0,129,-117.2494859,32.80559561
7600,4019,6.07E+13,76004019,66000,14,16,1,13,0,0,0,0,2,0,13,10,3,130,-117.2514346,32.76233138
7200,1000,6.07E+13,72001000,66000,14,28,0,28,0,0,0,0,0,0,12,11,1,131,-117.2456019,32.72940951
7910,1021,6.07E+13,79101021,66000,14,50,7,40,0,0,2,0,0,1,40,32,8,132,-117.2532179,32.79371466
7200,2091,6.07E+13,72002091,66000,14,21,4,16,0,0,1,0,0,0,8,8,0,133,-117.2548998,32.72086814
7910,1027,6.07E+13,79101027,66000,14,12,0,12,0,0,0,0,0,0,7,5,2,134,-117.2512015,32.79316423
7600,3092,6.07E+13,76003092,66000,14,10,0,9,0,0,1,0,0,0,6,6,0,135,-117.2519951,32.77608694
7400,6013,6.07E+13,74006013,66000,14,28,3,21,0,0,0,0,0,4,13,11,2,136,-117.2409815,32.74164099
7302,2002,6.07E+13,73022002,66000,14,34,1,29,0,0,0,0,0,4,15,15,0,137,-117.2470776,32.73762718
8003,2024,6.07E+13,80032024,66000,14,23,2,21,0,0,0,0,0,0,11,10,1,138,-117.2489179,32.80372666
7905,2000,6.07E+13,79052000,66000,14,26,1,24,1,0,0,0,0,0,12,11,1,139,-117.2486353,32.80279608
7905,2018,6.07E+13,79052018,66000,14,19,3,10,6,0,0,0,0,0,12,11,1,140,-117.2495956,32.79960298
7905,2019,6.07E+13,79052019,66000,14,54,9,39,0,0,5,0,0,1,47,38,9,141,-117.2514228,32.79920378
7910,1009,6.07E+13,79101009,66000,14,16,2,13,0,0,1,0,0,0,8,8,0,142,-117.2523952,32.79600394
7400,5002,6.07E+13,74005002,66000,14,31,4,27,0,0,0,0,0,0,15,15,0,143,-117.2352089,32.74603209
10800,2006,6.07E+13,108002006,16378,3,18,0,18,0,0,0,0,0,0,8,8,0,144,-117.1864147,32.69310639
10800,2005,6.07E+13,108002005,16378,3,27,1,26,0,0,0,0,0,0,10,9,1,145,-117.1855741,32.69453276
8324,3011,6.07E+13,83243011,66000,14,20,0,13,0,0,4,1,0,2,8,7,1,149,-117.2586555,32.94788526
8506,3008,6.07E+13,85063008,66000,14,30,6,14,1,0,7,0,0,2,9,9,0,150,-117.191376,32.82727783
9202,2036,6.07E+13,92022036,66000,14,131,18,85,1,1,24,0,0,2,63,61,2,152,-117.1337167,32.78356592
13421,1004,6.07E+13,134211004,13392,2,102,44,19,4,3,24,0,0,8,28,26,2,153,-117.0138573,32.65019084
13421,1008,6.07E+13,134211008,13392,2,42,23,2,5,0,12,0,0,0,13,13,0,154,-117.0113459,32.65011069
13412,1005,6.07E+13,134121005,13392,2,34,7,15,5,0,7,0,0,0,8,8,0,155,-117.0306273,32.65727676
15502,1036,6.07E+13,155021036,99999,19,34,7,2,3,17,1,0,0,4,9,8,1,156,-116.8371739,32.7813502
15602,1001,6.07E+13,156021001,30703,19,18,1,13,1,0,0,0,0,3,5,5,0,157,-116.897281,32.80252161
13420,2001,6.07E+13,134202001,13392,2,42,18,3,0,0,16,0,0,5,11,11,0,159,-117.0132636,32.64313683
16605,1000,6.07E+13,166051000,70224,16,409,88,265,5,3,28,4,0,16,158,155,3,160,-117.0261965,32.83511045
17053,2010,6.07E+13,170532010,58520,13,48,2,46,0,0,0,0,0,0,13,13,0,161,-117.0243826,32.97911749
22000,1005,6.07E+13,220001005,50398,11,23,0,1,0,0,22,0,0,0,9,7,2,162,-117.0881638,32.68173523
10200,1023,6.07E+13,102001023,36294,8,607,323,89,154,4,27,10,0,0,0,0,0,163,-117.114951,32.56914018
11602,2027,6.07E+13,116022027,50398,11,93,91,0,2,0,0,0,0,0,25,25,0,167,-117.0968576,32.65524243
10014,2006,6.07E+13,100142006,66000,14,344,219,28,9,0,71,0,6,11,88,87,1,169,-117.0277484,32.58861786
13401,1023,6.07E+13,134011023,13392,2,23,5,15,0,0,3,0,0,0,8,8,0,170,-117.0653049,32.64084982
13411,4001,6.07E+13,134114001,7414,19,72,20,45,1,0,6,0,0,0,24,24,0,171,-117.0010412,32.66180868
15404,4014,6.07E+13,154044014,11691,19,37,2,35,0,0,0,0,0,0,13,13,0,176,-116.9357573,32.78445385
17110,2113,6.07E+13,171102113,22678,6,48,3,44,0,0,1,0,0,0,18,15,3,178,-117.2112151,33.07281998
16504,2007,6.07E+13,165042007,7624,19,19,5,14,0,0,0,0,0,0,4,4,0,180,-116.9583961,32.81100605
15200,4008,6.07E+13,152004008,40004,9,4,2,2,0,0,0,0,0,0,1,1,0,182,-116.9903948,32.77828753
15200,4004,6.07E+13,152004004,99999,19,8,0,7,0,0,0,0,0,1,3,3,0,183,-116.9918635,32.77832668
3204,1031,6.07E+13,32041031,50398,11,2,1,1,0,0,0,0,0,0,1,1,0,186,-117.0641325,32.65174139
13416,1002,6.07E+13,134161002,13392,2,122,43,58,4,1,14,0,0,2,42,42,0,187,-116.9985841,32.6500246
13605,3027,6.07E+13,136053027,11691,19,73,5,48,14,4,0,0,0,2,28,28,0,188,-116.9639869,32.74982429
13601,3005,6.07E+13,136013005,11691,19,21,4,16,0,0,1,0,0,0,8,8,0,189,-116.9721467,32.75218882
13701,1005,6.07E+13,137011005,11691,19,25,0,20,0,0,3,2,0,0,10,10,0,190,-116.9893244,32.75785818
15404,3010,6.07E+13,154043010,11691,19,151,21,120,0,2,4,0,0,4,55,55,0,191,-116.9332033,32.77624761
15601,1020,6.07E+13,156011020,21712,5,5,2,0,1,0,0,0,0,2,3,3,0,192,-116.9347191,32.7941416
16301,2015,6.07E+13,163012015,21712,5,391,242,106,22,0,9,0,1,11,132,129,3,193,-116.9518859,32.79949101
9704,5004,6.07E+13,97045004,66000,14,25,1,24,0,0,0,0,0,0,11,10,1,194,-117.0482448,32.80501724
17020,1032,6.07E+13,170201032,99999,19,27,5,22,0,0,0,0,0,0,15,10,5,195,-116.9850238,33.05649841
19106,1053,6.07E+13,191061053,99999,19,200,160,9,0,29,0,0,0,2,53,50,3,196,-116.9608203,33.25021832
19106,4017,6.07E+13,191064017,81736,19,2,0,2,0,0,0,0,0,0,1,1,0,197,-117.0165292,33.23271431
19106,4001,6.07E+13,191064001,81736,19,35,15,20,0,0,0,0,0,0,13,12,1,199,-116.9743096,33.23881658
19106,1096,6.07E+13,191061096,81736,19,6,2,3,0,0,1,0,0,0,2,2,0,200,-117.0129852,33.24967306
19106,1084,6.07E+13,191061084,81736,19,3,0,3,0,0,0,0,0,0,2,2,0,201,-117.0092649,33.26029035
19106,1031,6.07E+13,191061031,99999,19,49,21,21,0,4,0,0,0,3,25,21,4,202,-116.9694309,33.29025522
19106,2046,6.07E+13,191062046,99999,19,49,6,37,0,6,0,0,0,0,15,14,1,203,-117.0011915,33.28380932
19106,2045,6.07E+13,191062045,99999,19,32,19,8,0,0,1,0,0,4,10,10,0,204,-116.9941378,33.28778869
19107,1020,6.07E+13,191071020,99999,19,22,4,14,0,3,0,0,0,1,6,6,0,206,-116.9686206,33.2173366
19107,1025,6.07E+13,191071025,99999,19,15,10,2,0,3,0,0,0,0,5,5,0,207,-116.9657331,33.21811921
19107,1040,6.07E+13,191071040,99999,19,201,71,7,0,115,0,0,0,8,57,51,6,208,-116.9604131,33.20940666
19107,1086,6.07E+13,191071086,99999,19,25,3,20,2,0,0,0,0,0,12,11,1,210,-116.9647008,33.19638883
19105,3054,6.07E+13,191053054,81736,19,8,0,2,0,0,3,0,0,3,3,3,0,213,-117.0436662,33.22191195
19105,3037,6.07E+13,191053037,81736,19,19,0,18,0,0,0,0,0,1,13,12,1,214,-117.0564226,33.23415829
19103,2082,6.07E+13,191032082,99999,19,11,0,11,0,0,0,0,0,0,9,7,2,215,-117.1468775,33.25338711
19103,1017,6.07E+13,191031017,99999,19,4,0,0,0,0,4,0,0,0,1,1,0,216,-117.0407407,33.29405239
19106,1093,6.07E+13,191061093,81736,19,11,8,1,0,0,1,0,0,1,3,3,0,217,-117.0163041,33.25700348
19106,1079,6.07E+13,191061079,81736,19,8,0,7,0,0,0,0,0,1,2,2,0,218,-117.0131382,33.25575161
19106,3029,6.07E+13,191063029,99999,19,46,13,6,0,23,1,0,0,3,23,19,4,219,-116.973641,33.21575938
19105,2078,6.07E+13,191052078,22804,7,10,1,3,0,0,6,0,0,0,2,2,0,221,-117.0858712,33.21057641
19107,1058,6.07E+13,191071058,99999,19,11,1,10,0,0,0,0,0,0,3,3,0,224,-116.9442863,33.20996423
19106,4016,6.07E+13,191064016,81736,19,71,18,52,1,0,0,0,0,0,27,25,2,225,-117.0126915,33.23068509
19106,1087,6.07E+13,191061087,81736,19,42,3,33,0,0,1,0,0,5,20,17,3,227,-117.0069623,33.26537322
19106,1030,6.07E+13,191061030,99999,19,11,5,5,0,1,0,0,0,0,6,4,2,228,-116.968965,33.29193178
21000,1120,6.07E+13,210001120,99999,19,10,2,8,0,0,0,0,0,0,24,7,17,230,-116.1410768,33.11949229
21000,1138,6.07E+13,210001138,99999,19,8,5,2,0,1,0,0,0,0,4,2,2,232,-116.1349602,33.13839311
21000,1050,6.07E+13,210001050,99999,19,2,0,2,0,0,0,0,0,0,15,2,13,233,-116.160839,33.14334174
21000,1068,6.07E+13,210001068,99999,19,3,0,3,0,0,0,0,0,0,1,1,0,234,-116.2359545,33.16486137
21000,4041,6.07E+13,210004041,7596,19,55,0,55,0,0,0,0,0,0,63,36,27,238,-116.3592241,33.26025605
21000,1149,6.07E+13,210001149,99999,19,16,8,7,0,1,0,0,0,0,8,7,1,242,-116.4334411,33.06753351
21000,3039,6.07E+13,210003039,7596,19,8,4,4,0,0,0,0,0,0,6,3,3,246,-116.3678219,33.22279729
21000,3113,6.07E+13,210003113,7596,19,10,2,8,0,0,0,0,0,0,7,6,1,247,-116.3798267,33.22920683
21000,1396,6.07E+13,210001396,99999,19,2,0,2,0,0,0,0,0,0,1,1,0,249,-116.1852231,32.65418667
19001,1022,6.07E+13,190011022,99999,19,30,20,10,0,0,0,0,0,0,14,12,2,250,-117.3161706,33.45839148
18803,3005,6.07E+13,188033005,7498,19,34,5,29,0,0,0,0,0,0,23,21,2,255,-117.2100317,33.29400446
18903,3020,6.07E+13,189033020,23462,19,29,29,0,0,0,0,0,0,0,8,8,0,256,-117.2495874,33.38506169
18906,3015,6.07E+13,189063015,23462,19,34,3,31,0,0,0,0,0,0,15,14,1,257,-117.2378466,33.3598628
19001,3044,6.07E+13,190013044,23462,19,13,12,1,0,0,0,0,0,0,3,3,0,258,-117.1801095,33.37212858
17020,1030,6.07E+13,170201030,99999,19,2,1,1,0,0,0,0,0,0,1,1,0,259,-116.9882221,33.03804582
17021,2019,6.07E+13,170212019,58520,13,21,0,17,0,0,4,0,0,0,9,7,2,260,-116.9801329,32.98252967
16804,2003,6.07E+13,168042003,39766,19,153,35,110,0,0,3,1,0,4,70,61,9,266,-116.9209309,32.8623713
16804,2006,6.07E+13,168042006,39766,19,166,42,122,0,0,1,0,0,1,53,51,2,267,-116.9107793,32.86222877
16804,4014,6.07E+13,168044014,39766,19,156,36,105,2,3,0,0,0,10,59,49,10,268,-116.9178108,32.85598852
16804,3006,6.07E+13,168043006,39766,19,8,1,7,0,0,0,0,0,0,3,3,0,269,-116.9160719,32.86012143
10502,4016,6.07E+13,105024016,36294,8,71,50,7,8,2,2,0,0,2,23,23,0,270,-117.1176654,32.58948382
9804,1000,6.07E+13,98041000,66000,14,166,27,111,9,0,11,0,0,8,64,62,2,272,-117.0064891,32.80928122
9801,1006,6.07E+13,98011006,66000,14,69,12,51,1,0,1,0,0,4,24,22,2,273,-117.024209,32.7964039
9507,2003,6.07E+13,95072003,66000,14,12,0,6,0,0,6,0,0,0,4,4,0,274,-117.0790529,32.82298157
9507,1011,6.07E+13,95071011,66000,14,76,8,47,0,0,13,1,2,5,35,34,1,275,-117.0789861,32.81387187
8306,2005,6.07E+13,83062005,66000,14,52,2,49,0,0,1,0,0,0,20,20,0,276,-117.2321858,32.84313823
8306,1000,6.07E+13,83061000,66000,14,53,1,35,0,0,15,0,0,2,25,23,2,277,-117.2188348,32.85337933
17110,2016,6.07E+13,171102016,99999,19,15,1,14,0,0,0,0,0,0,5,4,1,279,-117.1797289,33.07886298
17048,3005,6.07E+13,170483005,58520,13,72,5,56,1,1,2,0,0,7,28,28,0,285,-117.0451276,32.95064917
8340,1005,6.07E+13,83401005,66000,14,551,78,259,11,0,184,0,1,18,285,263,22,288,-117.2061545,32.86344819
8339,1050,6.07E+13,83391050,66000,14,6,0,2,0,0,4,0,0,0,2,2,0,290,-117.2064643,32.87816783
8339,1045,6.07E+13,83391045,66000,14,86,14,31,1,0,38,0,1,1,36,33,3,291,-117.2113558,32.88148476
8365,2008,6.07E+13,83652008,66000,14,172,6,66,5,0,89,0,0,6,49,48,1,297,-117.1621915,32.93817111
17015,3018,6.07E+13,170153018,66000,14,128,7,100,2,0,14,0,0,5,66,65,1,298,-117.0717447,33.03334822
9511,1008,6.07E+13,95111008,66000,14,168,41,86,17,1,0,4,0,19,40,39,1,300,-117.1072617,32.80394165
9511,1003,6.07E+13,95111003,66000,14,140,42,70,21,0,0,0,0,7,26,26,0,301,-117.1043736,32.80696488
9306,2011,6.07E+13,93062011,66000,14,66,17,31,4,0,14,0,0,0,27,25,2,302,-117.119568,32.79303039
9101,4004,6.07E+13,91014004,66000,14,35,5,29,0,0,1,0,0,0,16,15,1,304,-117.2126286,32.8048683
8511,1122,6.07E+13,85111122,66000,14,95,12,52,0,0,19,8,0,4,36,34,2,305,-117.1571019,32.81866307
8507,6009,6.07E+13,85076009,66000,14,44,16,28,0,0,0,0,0,0,19,17,2,308,-117.1766818,32.82758718
8507,6005,6.07E+13,85076005,66000,14,75,24,39,0,0,4,0,0,8,29,29,0,309,-117.1772661,32.83047394
8507,6002,6.07E+13,85076002,66000,14,107,16,56,0,4,21,0,0,10,35,34,1,310,-117.1773496,32.8327631
8507,5006,6.07E+13,85075006,66000,14,79,20,48,0,0,6,1,0,4,24,24,0,311,-117.1789256,32.82519858
8507,5004,6.07E+13,85075004,66000,14,80,10,52,0,0,13,3,0,2,33,31,2,312,-117.1749153,32.82634621
8505,4006,6.07E+13,85054006,66000,14,36,7,25,0,0,4,0,0,0,13,13,0,313,-117.1952827,32.83876326
8503,4011,6.07E+13,85034011,66000,14,47,2,39,0,0,4,0,0,2,21,21,0,316,-117.2151276,32.81492377
8503,4004,6.07E+13,85034004,66000,14,111,17,87,0,0,2,0,0,5,46,44,2,317,-117.2122318,32.82002191
8307,1006,6.07E+13,83071006,66000,14,74,4,50,4,0,15,0,0,1,33,33,0,319,-117.2171475,32.84848576
8307,1001,6.07E+13,83071001,66000,14,36,2,31,0,0,3,0,0,0,14,14,0,320,-117.2160688,32.85040824
8307,1000,6.07E+13,83071000,66000,14,62,7,48,3,0,2,0,0,2,28,28,0,321,-117.2144525,32.85029421
7600,1057,6.07E+13,76001057,66000,14,3,0,3,0,0,0,0,0,0,2,2,0,322,-117.22378,32.79509492
17200,1033,6.07E+13,172001033,18506,4,7,0,7,0,0,0,0,0,0,7,4,3,323,-117.2684196,32.96985908
17306,2000,6.07E+13,173062000,99999,19,55,4,39,0,0,12,0,0,0,25,22,3,325,-117.2264887,32.99538393
17306,1013,6.07E+13,173061013,72506,17,144,1,139,0,0,4,0,0,0,67,62,5,326,-117.2482079,32.98743198
17305,3001,6.07E+13,173053001,72506,17,66,2,60,0,0,4,0,0,0,26,24,2,327,-117.2445296,32.99670352
17305,3004,6.07E+13,173053004,72506,17,65,2,52,1,0,9,0,1,0,40,36,4,328,-117.2537642,32.99795546
17305,2026,6.07E+13,173052026,99999,19,18,0,18,0,0,0,0,0,0,8,7,1,329,-117.2298474,32.99975376
17305,1025,6.07E+13,173051025,72506,17,34,1,28,0,0,5,0,0,0,14,14,0,330,-117.2504249,33.00212988
16100,2003,6.07E+13,161002003,21712,5,168,30,126,3,1,2,0,0,6,67,64,3,331,-116.9895834,32.80095594
15703,2006,6.07E+13,157032006,21712,5,23,3,19,0,1,0,0,0,0,20,17,3,332,-116.9452406,32.79039198
15703,2009,6.07E+13,157032009,21712,5,27,3,24,0,0,0,0,0,0,20,19,1,333,-116.9469408,32.79069347
15701,2009,6.07E+13,157012009,21712,5,14,2,11,1,0,0,0,0,0,13,13,0,335,-116.9384533,32.79682771
15701,1005,6.07E+13,157011005,21712,5,27,4,22,0,0,0,1,0,0,20,19,1,336,-116.9416662,32.79697539
15703,1004,6.07E+13,157031004,21712,5,25,23,2,0,0,0,0,0,0,5,5,0,337,-116.9484507,32.79394746
15601,1009,6.07E+13,156011009,21712,5,94,70,19,4,0,0,0,1,0,27,25,2,338,-116.9340373,32.79565037
